Time,Date,North
14:59:41,15-07-2022,0.5669999998062849
15:59:41,15-07-2022,0.5599999995902181
16:59:41,15-07-2022,0.572999999858439
17:59:41,15-07-2022,0.5630000000819564
18:59:41,15-07-2022,0.5669999998062849
19:59:41,15-07-2022,0.5679999999701977
20:59:41,15-07-2022,0.5690000001341105
21:59:41,09-08-2022,0.5740000000223517
22:59:41,09-08-2022,0.5750000001862645
23:59:41,09-08-2022,0.5829999996349216
00:59:41,10-08-2022,0.5860000001266599
01:59:41,10-08-2022,0.5750000001862645
02:59:41,10-08-2022,0.5769999995827675
03:59:41,10-08-2022,0.5779999997466803
04:59:41,10-08-2022,0.5779999997466803
05:59:41,10-08-2022,0.5760000003501773
06:59:41,10-08-2022,0.5839999997988343
07:59:41,10-08-2022,0.5740000000223517
08:59:41,10-08-2022,0.5659999996423721
09:59:41,10-08-2022,0.5630000000819564
10:59:41,10-08-2022,0.5700000002980232
11:59:41,10-08-2022,0.5659999996423721
12:59:41,10-08-2022,0.553999999538064
13:59:41,10-08-2022,0.5619999999180436
14:59:41,10-08-2022,0.5659999996423721
15:59:41,10-08-2022,0.5609999997541308
16:59:41,10-08-2022,0.5769999995827675
17:59:41,10-08-2022,0.5860000001266599
18:59:41,10-08-2022,0.5609999997541308
19:59:41,10-08-2022,0.572999999858439
20:59:41,10-08-2022,0.5829999996349216
21:59:41,10-08-2022,0.5769999995827675
16:59:41,15-09-2022,0.5800000000745058
17:59:41,15-09-2022,0.5779999997466803
18:59:41,15-09-2022,0.5839999997988343
19:59:41,15-09-2022,0.5800000000745058
20:59:41,15-09-2022,0.5750000001862645
21:59:41,15-09-2022,0.5740000000223517
22:59:41,15-09-2022,0.5750000001862645
23:59:41,15-09-2022,0.5810000002384186
00:59:41,16-09-2022,0.5839999997988343
01:59:41,16-09-2022,0.5810000002384186
02:59:41,16-09-2022,0.5769999995827675
03:59:41,16-09-2022,0.5750000001862645
04:59:41,16-09-2022,0.5849999999627471
05:59:41,16-09-2022,0.5849999999627471
06:59:41,16-09-2022,0.572999999858439
07:59:41,16-09-2022,0.5810000002384186
08:59:41,16-09-2022,0.5740000000223517
09:59:41,16-09-2022,0.5849999999627471
10:59:41,16-09-2022,0.5750000001862645
11:59:41,16-09-2022,0.5800000000745058
12:59:41,16-09-2022,0.5779999997466803
13:59:41,16-09-2022,0.5810000002384186
14:59:41,16-09-2022,0.5740000000223517
15:59:41,16-09-2022,0.5679999999701977
16:59:41,16-09-2022,0.5760000003501773
04:59:41,18-11-2022,0.5860000001266599
05:59:41,18-11-2022,0.5839999997988343
06:59:41,18-11-2022,0.5860000001266599
07:59:41,18-11-2022,0.5779999997466803
08:59:41,18-11-2022,0.5820000004023314
09:59:41,18-11-2022,0.572999999858439
10:59:41,18-11-2022,0.5970000000670552
11:59:41,18-11-2022,0.5920000001788139
12:59:41,18-11-2022,0.5650000004097819
13:59:41,18-11-2022,0.5820000004023314
14:59:41,18-11-2022,0.5800000000745058
15:59:41,18-11-2022,0.5829999996349216
16:59:41,18-11-2022,0.5769999995827675
17:59:41,18-11-2022,0.5829999996349216
18:59:41,18-11-2022,0.578999999910593
19:59:41,18-11-2022,0.5880000004544854
20:59:41,18-11-2022,0.5839999997988343
21:59:41,18-11-2022,0.5769999995827675
22:59:41,18-11-2022,0.598000000230968
23:59:41,18-11-2022,0.5889999996870756
00:59:41,19-11-2022,0.5910000000149012
01:59:41,19-11-2022,0.5839999997988343
02:59:41,19-11-2022,0.5829999996349216
03:59:41,19-11-2022,0.5839999997988343
04:59:41,19-11-2022,0.5839999997988343
04:59:41,24-12-2022,0.5899999998509884
05:59:41,24-12-2022,0.5870000002905726
06:59:41,24-12-2022,0.5870000002905726
07:59:41,24-12-2022,0.5939999995753169
08:59:41,24-12-2022,0.5939999995753169
09:59:41,24-12-2022,0.5970000000670552
10:59:41,24-12-2022,0.5889999996870756
11:59:41,24-12-2022,0.5810000002384186
12:59:41,24-12-2022,0.5949999997392297
13:59:41,24-12-2022,0.5860000001266599
14:59:41,24-12-2022,0.5889999996870756
15:59:41,24-12-2022,0.5910000000149012
16:59:41,24-12-2022,0.5899999998509884
17:59:41,24-12-2022,0.5899999998509884
18:59:41,24-12-2022,0.5899999998509884
19:59:41,24-12-2022,0.5889999996870756
20:59:41,24-12-2022,0.5920000001788139
21:59:41,24-12-2022,0.5899999998509884
22:59:41,24-12-2022,0.5880000004544854
23:59:41,24-12-2022,0.5920000001788139
00:59:41,25-12-2022,0.5899999998509884
01:59:41,25-12-2022,0.5910000000149012
02:59:41,25-12-2022,0.5910000000149012
03:59:41,25-12-2022,0.5920000001788139
04:59:41,25-12-2022,0.5910000000149012
12:59:41,26-10-2022,0.5659999996423721
13:59:41,26-10-2022,0.572999999858439
14:59:41,26-10-2022,0.5839999997988343
15:59:41,26-10-2022,0.572999999858439
16:59:41,26-10-2022,0.578999999910593
17:59:41,26-10-2022,0.5820000004023314
18:59:41,26-10-2022,0.5829999996349216
19:59:41,26-10-2022,0.5820000004023314
20:59:41,26-10-2022,0.5860000001266599
21:59:41,26-10-2022,0.5829999996349216
22:59:41,26-10-2022,0.5849999999627471
23:59:41,26-10-2022,0.5829999996349216
00:59:41,27-10-2022,0.5849999999627471
01:59:41,27-10-2022,0.5870000002905726
02:59:41,27-10-2022,0.5810000002384186
03:59:41,27-10-2022,0.5860000001266599
04:59:41,27-10-2022,0.5849999999627471
05:59:41,27-10-2022,0.5800000000745058
06:59:41,27-10-2022,0.5839999997988343
10:59:41,30-10-2022,0.5810000002384186
11:59:41,30-10-2022,0.5800000000745058
12:59:41,30-10-2022,0.5930000003427267
13:59:41,30-10-2022,0.5810000002384186
14:59:41,30-10-2022,0.5679999999701977
15:59:41,30-10-2022,0.5870000002905726
16:59:41,30-10-2022,0.5839999997988343
17:59:41,30-10-2022,0.5800000000745058
18:59:41,30-10-2022,0.5829999996349216
19:59:41,30-10-2022,0.5810000002384186
20:59:41,30-10-2022,0.5839999997988343
21:59:41,30-10-2022,0.5849999999627471
22:59:41,30-10-2022,0.5870000002905726
23:59:41,30-10-2022,0.5860000001266599
00:59:41,31-10-2022,0.5870000002905726
01:59:41,31-10-2022,0.5849999999627471
02:59:41,31-10-2022,0.5849999999627471
03:59:41,31-10-2022,0.5870000002905726
04:59:41,31-10-2022,0.5870000002905726
05:59:41,31-10-2022,0.5800000000745058
06:59:41,31-10-2022,0.5820000004023314
07:59:41,31-10-2022,0.5870000002905726
08:59:41,31-10-2022,0.5870000002905726
09:59:41,31-10-2022,0.578999999910593
10:59:41,31-10-2022,0.5860000001266599
10:59:41,24-11-2022,0.572999999858439
11:59:41,24-11-2022,0.5880000004544854
12:59:41,24-11-2022,0.5800000000745058
13:59:41,24-11-2022,0.5760000003501773
14:59:41,24-11-2022,0.5849999999627471
15:59:41,24-11-2022,0.5839999997988343
16:59:41,24-11-2022,0.5870000002905726
17:59:41,24-11-2022,0.5849999999627471
18:59:41,24-11-2022,0.5860000001266599
19:59:41,24-11-2022,0.5860000001266599
20:59:41,24-11-2022,0.5870000002905726
21:59:41,24-11-2022,0.5870000002905726
22:59:41,24-11-2022,0.5849999999627471
23:59:41,24-11-2022,0.5880000004544854
00:59:41,25-11-2022,0.5849999999627471
01:59:41,25-11-2022,0.5889999996870756
02:59:41,25-11-2022,0.5899999998509884
03:59:41,25-11-2022,0.5860000001266599
04:59:41,25-11-2022,0.5880000004544854
05:59:41,25-11-2022,0.5870000002905726
06:59:41,25-11-2022,0.5870000002905726
07:59:41,25-11-2022,0.5870000002905726
08:59:41,25-11-2022,0.5889999996870756
09:59:41,25-11-2022,0.5939999995753169
10:59:41,25-11-2022,0.5829999996349216
11:59:41,19-08-2022,0.5669999998062849
12:59:41,19-08-2022,0.5690000001341105
13:59:41,19-08-2022,0.5740000000223517
14:59:41,19-08-2022,0.5690000001341105
15:59:41,19-08-2022,0.5760000003501773
16:59:41,19-08-2022,0.5769999995827675
17:59:41,19-08-2022,0.5779999997466803
18:59:41,19-08-2022,0.5760000003501773
19:59:41,19-08-2022,0.5779999997466803
20:59:41,19-08-2022,0.5350000001490116
21:59:41,19-08-2022,0.5360000003129244
22:59:41,19-08-2022,0.5760000003501773
23:59:41,19-08-2022,0.5679999999701977
00:59:41,20-08-2022,0.5609999997541308
01:59:41,20-08-2022,0.5669999998062849
02:59:41,20-08-2022,0.578999999910593
03:59:41,20-08-2022,0.5740000000223517
04:59:41,20-08-2022,0.5779999997466803
05:59:41,20-08-2022,0.5760000003501773
06:59:41,20-08-2022,0.5779999997466803
07:59:41,20-08-2022,0.5750000001862645
08:59:41,20-08-2022,0.5740000000223517
09:59:41,20-08-2022,0.5619999999180436
10:59:41,20-08-2022,0.572999999858439
11:59:41,20-08-2022,0.5769999995827675
00:59:41,10-06-2022,0.5740000000223517
01:59:41,10-06-2022,0.5779999997466803
02:59:41,10-06-2022,0.5779999997466803
03:59:41,10-06-2022,0.5669999998062849
04:59:41,10-06-2022,0.5810000002384186
05:59:41,10-06-2022,0.5719999996945262
06:59:41,10-06-2022,0.571000000461936
07:59:41,15-08-2022,0.578999999910593
08:59:41,15-08-2022,0.571000000461936
09:59:41,15-08-2022,0.5679999999701977
10:59:41,15-08-2022,0.5760000003501773
11:59:41,15-08-2022,0.578999999910593
12:59:41,15-08-2022,0.5760000003501773
13:59:41,15-08-2022,0.5640000002458692
14:59:41,15-08-2022,0.5659999996423721
15:59:41,15-08-2022,0.5779999997466803
16:59:41,15-08-2022,0.5640000002458692
17:59:41,15-08-2022,0.5719999996945262
18:59:41,15-08-2022,0.5750000001862645
19:59:41,15-08-2022,0.5740000000223517
20:59:41,15-08-2022,0.5669999998062849
21:59:41,15-08-2022,0.5769999995827675
22:59:41,15-08-2022,0.5800000000745058
23:59:41,15-08-2022,0.5829999996349216
00:59:41,16-08-2022,0.5839999997988343
01:59:41,16-08-2022,0.5549999997019768
02:59:41,16-08-2022,0.5860000001266599
03:59:41,16-08-2022,0.5760000003501773
04:59:41,16-08-2022,0.5740000000223517
05:59:41,16-08-2022,0.5860000001266599
06:59:41,16-08-2022,0.5820000004023314
07:59:41,16-08-2022,0.578999999910593
03:59:41,05-10-2022,0.578999999910593
04:59:41,05-10-2022,0.5800000000745058
05:59:41,05-10-2022,0.5800000000745058
07:59:41,05-10-2022,0.578999999910593
08:59:41,05-10-2022,0.5810000002384186
09:59:41,05-10-2022,0.5750000001862645
10:59:41,05-10-2022,0.5740000000223517
11:59:41,05-10-2022,0.5800000000745058
12:59:41,05-10-2022,0.5740000000223517
13:59:41,05-10-2022,0.5679999999701977
14:59:41,05-10-2022,0.5760000003501773
15:59:41,05-10-2022,0.5750000001862645
16:59:41,05-10-2022,0.5769999995827675
17:59:41,05-10-2022,0.5820000004023314
18:59:41,05-10-2022,0.578999999910593
19:59:41,05-10-2022,0.5800000000745058
20:59:41,05-10-2022,0.5810000002384186
21:59:41,05-10-2022,0.5829999996349216
22:59:41,05-10-2022,0.5820000004023314
23:59:41,05-10-2022,0.5820000004023314
00:59:41,06-10-2022,0.5820000004023314
01:59:41,06-10-2022,0.5820000004023314
02:59:41,06-10-2022,0.5839999997988343
03:59:41,06-10-2022,0.578999999910593
15:59:41,10-04-2022,0.5570000000298023
16:59:41,10-04-2022,0.5530000003054738
17:59:41,10-04-2022,0.5530000003054738
18:59:41,10-04-2022,0.5549999997019768
19:59:41,10-04-2022,0.5609999997541308
20:59:41,10-04-2022,0.5480000004172325
21:59:41,10-04-2022,0.553999999538064
22:59:41,10-04-2022,0.5570000000298023
23:59:41,10-04-2022,0.5630000000819564
00:59:41,11-04-2022,0.5599999995902181
01:59:41,11-04-2022,0.5630000000819564
02:59:41,11-04-2022,0.5650000004097819
03:59:41,11-04-2022,0.5619999999180436
04:59:41,11-04-2022,0.5630000000819564
05:59:41,11-04-2022,0.5590000003576279
06:59:41,11-04-2022,0.5619999999180436
07:59:41,11-04-2022,0.5619999999180436
08:59:41,11-04-2022,0.5530000003054738
09:59:41,11-04-2022,0.5669999998062849
10:59:41,11-04-2022,0.5429999995976686
11:59:41,11-04-2022,0.5509999999776483
12:59:41,11-04-2022,0.5570000000298023
13:59:41,11-04-2022,0.5599999995902181
14:59:41,11-04-2022,0.5499999998137355
15:59:41,11-04-2022,0.5590000003576279
11:59:41,13-10-2022,0.5820000004023314
12:59:41,13-10-2022,0.5669999998062849
13:59:41,13-10-2022,0.5769999995827675
14:59:41,13-10-2022,0.5669999998062849
15:59:41,13-10-2022,0.5719999996945262
16:59:41,13-10-2022,0.5760000003501773
17:59:41,13-10-2022,0.5810000002384186
18:59:41,13-10-2022,0.5779999997466803
19:59:41,13-10-2022,0.5820000004023314
20:59:41,13-10-2022,0.5810000002384186
21:59:41,13-10-2022,0.578999999910593
22:59:41,13-10-2022,0.5829999996349216
23:59:41,13-10-2022,0.5820000004023314
00:59:41,14-10-2022,0.5800000000745058
01:59:41,14-10-2022,0.5800000000745058
02:59:41,14-10-2022,0.5810000002384186
03:59:41,14-10-2022,0.578999999910593
04:59:41,14-10-2022,0.5800000000745058
05:59:41,14-10-2022,0.5829999996349216
06:59:41,14-10-2022,0.5769999995827675
07:59:41,14-10-2022,0.578999999910593
08:59:41,14-10-2022,0.578999999910593
09:59:41,14-10-2022,0.5849999999627471
10:59:41,14-10-2022,0.578999999910593
11:59:41,14-10-2022,0.5760000003501773
14:59:41,15-04-2022,0.5530000003054738
15:59:41,15-04-2022,0.5570000000298023
16:59:41,15-04-2022,0.5570000000298023
17:59:41,15-04-2022,0.5619999999180436
18:59:41,15-04-2022,0.5630000000819564
19:59:41,15-04-2022,0.5580000001937151
20:59:41,15-04-2022,0.5599999995902181
21:59:41,15-04-2022,0.5609999997541308
22:59:41,15-04-2022,0.5590000003576279
23:59:41,15-04-2022,0.5650000004097819
00:59:41,16-04-2022,0.5599999995902181
01:59:41,16-04-2022,0.5609999997541308
02:59:41,16-04-2022,0.5630000000819564
03:59:41,16-04-2022,0.5829999996349216
04:59:41,16-04-2022,0.5640000002458692
05:59:41,16-04-2022,0.5650000004097819
06:59:41,16-04-2022,0.5570000000298023
07:59:41,16-04-2022,0.5559999998658895
08:59:41,16-04-2022,0.5630000000819564
09:59:41,16-04-2022,0.5580000001937151
10:59:41,16-04-2022,0.5609999997541308
11:59:41,16-04-2022,0.5570000000298023
12:59:41,16-04-2022,0.5549999997019768
13:59:41,16-04-2022,0.5549999997019768
14:59:41,16-04-2022,0.5590000003576279
17:59:41,25-05-2022,0.5669999998062849
18:59:41,25-05-2022,0.5659999996423721
19:59:41,25-05-2022,0.5659999996423721
20:59:41,25-05-2022,0.5829999996349216
21:59:41,25-05-2022,0.5650000004097819
22:59:41,25-05-2022,0.5530000003054738
23:59:41,25-05-2022,0.5650000004097819
00:59:41,26-05-2022,0.578999999910593
01:59:41,26-05-2022,0.5650000004097819
02:59:41,26-05-2022,0.5630000000819564
03:59:41,26-05-2022,0.5669999998062849
04:59:41,26-05-2022,0.5599999995902181
05:59:41,26-05-2022,0.5669999998062849
06:59:41,26-05-2022,0.5719999996945262
07:59:41,26-05-2022,0.5719999996945262
08:59:41,26-05-2022,0.572999999858439
09:59:41,26-05-2022,0.5669999998062849
10:59:41,26-05-2022,0.5719999996945262
11:59:41,26-05-2022,0.5690000001341105
12:59:41,26-05-2022,0.5619999999180436
13:59:41,26-05-2022,0.5580000001937151
14:59:41,26-05-2022,0.5570000000298023
15:59:41,26-05-2022,0.5590000003576279
16:59:41,26-05-2022,0.5599999995902181
17:59:41,26-05-2022,0.5609999997541308
15:59:41,03-08-2022,0.5590000003576279
16:59:41,03-08-2022,0.5609999997541308
17:59:41,03-08-2022,0.5719999996945262
18:59:41,03-08-2022,0.571000000461936
19:59:41,03-08-2022,0.5750000001862645
20:59:41,03-08-2022,0.5719999996945262
21:59:41,03-08-2022,0.5690000001341105
22:59:41,03-08-2022,0.5640000002458692
23:59:41,03-08-2022,0.5679999999701977
00:59:41,04-08-2022,0.5839999997988343
01:59:41,04-08-2022,0.5719999996945262
02:59:41,04-08-2022,0.5719999996945262
03:59:41,04-08-2022,0.5719999996945262
04:59:41,04-08-2022,0.5719999996945262
05:59:41,04-08-2022,0.5700000002980232
06:59:41,04-08-2022,0.5719999996945262
07:59:41,04-08-2022,0.5760000003501773
08:59:41,04-08-2022,0.572999999858439
09:59:41,04-08-2022,0.571000000461936
10:59:41,04-08-2022,0.5750000001862645
11:59:41,04-08-2022,0.5719999996945262
12:59:41,04-08-2022,0.571000000461936
13:59:41,04-08-2022,0.5750000001862645
14:59:41,04-08-2022,0.5769999995827675
15:59:41,04-08-2022,0.5719999996945262
13:59:41,26-04-2022,0.5570000000298023
14:59:41,26-04-2022,0.5549999997019768
15:59:41,26-04-2022,0.5570000000298023
16:59:41,26-04-2022,0.552000000141561
17:59:41,26-04-2022,0.5599999995902181
18:59:41,26-04-2022,0.5590000003576279
19:59:41,26-04-2022,0.5580000001937151
20:59:41,26-04-2022,0.5549999997019768
21:59:41,26-04-2022,0.5599999995902181
22:59:41,26-04-2022,0.5580000001937151
23:59:41,26-04-2022,0.5590000003576279
00:59:41,27-04-2022,0.5609999997541308
01:59:41,27-04-2022,0.5650000004097819
02:59:41,27-04-2022,0.5640000002458692
03:59:41,27-04-2022,0.5640000002458692
04:59:41,27-04-2022,0.5669999998062849
05:59:41,27-04-2022,0.5650000004097819
06:59:41,27-04-2022,0.5659999996423721
07:59:41,27-04-2022,0.5750000001862645
08:59:41,27-04-2022,0.5609999997541308
09:59:41,27-04-2022,0.5619999999180436
10:59:41,27-04-2022,0.5580000001937151
11:59:41,27-04-2022,0.5570000000298023
12:59:41,27-04-2022,0.5509999999776483
13:59:41,27-04-2022,0.5559999998658895
14:59:41,09-04-2022,0.552000000141561
15:59:41,09-04-2022,0.5549999997019768
16:59:41,09-04-2022,0.5559999998658895
17:59:41,09-04-2022,0.5609999997541308
18:59:41,09-04-2022,0.5549999997019768
19:59:41,09-04-2022,0.5570000000298023
20:59:41,09-04-2022,0.5530000003054738
21:59:41,09-04-2022,0.5559999998658895
22:59:41,09-04-2022,0.5630000000819564
23:59:41,09-04-2022,0.5700000002980232
00:59:41,10-04-2022,0.5599999995902181
01:59:41,10-04-2022,0.5599999995902181
02:59:41,10-04-2022,0.5640000002458692
03:59:41,10-04-2022,0.5650000004097819
04:59:41,10-04-2022,0.5679999999701977
05:59:41,10-04-2022,0.5849999999627471
06:59:41,10-04-2022,0.5829999996349216
07:59:41,10-04-2022,0.5779999997466803
08:59:41,10-04-2022,0.5820000004023314
09:59:41,10-04-2022,0.5740000000223517
10:59:41,10-04-2022,0.5640000002458692
11:59:41,10-04-2022,0.5570000000298023
12:59:41,10-04-2022,0.5559999998658895
13:59:41,10-04-2022,0.5489999996498227
14:59:41,10-04-2022,0.5530000003054738
17:59:41,11-07-2022,0.5669999998062849
18:59:41,11-07-2022,0.5679999999701977
19:59:41,11-07-2022,0.5700000002980232
20:59:41,11-07-2022,0.5820000004023314
21:59:41,11-07-2022,0.5669999998062849
22:59:41,11-07-2022,0.5659999996423721
23:59:41,11-07-2022,0.5769999995827675
00:59:41,12-07-2022,0.572999999858439
01:59:41,12-07-2022,0.5640000002458692
02:59:41,12-07-2022,0.5640000002458692
03:59:41,12-07-2022,0.5640000002458692
04:59:41,12-07-2022,0.572999999858439
05:59:41,12-07-2022,0.5750000001862645
06:59:41,12-07-2022,0.5690000001341105
07:59:41,12-07-2022,0.571000000461936
08:59:41,12-07-2022,0.5690000001341105
09:59:41,12-07-2022,0.5570000000298023
10:59:41,12-07-2022,0.5679999999701977
11:59:41,12-07-2022,0.5690000001341105
12:59:41,12-07-2022,0.5669999998062849
13:59:41,12-07-2022,0.5650000004097819
14:59:41,12-07-2022,0.5659999996423721
15:59:41,12-07-2022,0.5700000002980232
16:59:41,12-07-2022,0.571000000461936
17:59:41,12-07-2022,0.5690000001341105
04:59:41,02-07-2022,0.5690000001341105
05:59:41,02-07-2022,0.5740000000223517
06:59:41,02-07-2022,0.5750000001862645
07:59:41,02-07-2022,0.5630000000819564
08:59:41,02-07-2022,0.5760000003501773
09:59:41,02-07-2022,0.5719999996945262
10:59:41,02-07-2022,0.5650000004097819
11:59:41,02-07-2022,0.5849999999627471
12:59:41,02-07-2022,0.5779999997466803
13:59:41,02-07-2022,0.5679999999701977
14:59:41,02-07-2022,0.5659999996423721
15:59:41,02-07-2022,0.5659999996423721
16:59:41,02-07-2022,0.5650000004097819
17:59:41,02-07-2022,0.571000000461936
18:59:41,02-07-2022,0.5740000000223517
19:59:41,02-07-2022,0.5740000000223517
20:59:41,02-07-2022,0.5669999998062849
21:59:41,02-07-2022,0.5760000003501773
22:59:41,02-07-2022,0.5669999998062849
23:59:41,02-07-2022,0.5750000001862645
00:59:41,03-07-2022,0.5800000000745058
01:59:41,03-07-2022,0.5750000001862645
02:59:41,03-07-2022,0.5839999997988343
03:59:41,03-07-2022,0.572999999858439
04:59:41,03-07-2022,0.5659999996423721
07:59:41,26-07-2022,0.5769999995827675
08:59:41,26-07-2022,0.5630000000819564
09:59:41,26-07-2022,0.5700000002980232
10:59:41,26-07-2022,0.5679999999701977
11:59:41,26-07-2022,0.5690000001341105
12:59:41,26-07-2022,0.5760000003501773
13:59:41,26-07-2022,0.5700000002980232
14:59:41,26-07-2022,0.5700000002980232
15:59:41,26-07-2022,0.5679999999701977
16:59:41,26-07-2022,0.5679999999701977
17:59:41,26-07-2022,0.5700000002980232
18:59:41,26-07-2022,0.5679999999701977
19:59:41,26-07-2022,0.5760000003501773
20:59:41,26-07-2022,0.5659999996423721
21:59:41,26-07-2022,0.5650000004097819
22:59:41,26-07-2022,0.5630000000819564
23:59:41,26-07-2022,0.5760000003501773
00:59:41,27-07-2022,0.5700000002980232
01:59:41,27-07-2022,0.5630000000819564
02:59:41,27-07-2022,0.5740000000223517
03:59:41,27-07-2022,0.5719999996945262
04:59:41,27-07-2022,0.571000000461936
05:59:41,27-07-2022,0.5719999996945262
06:59:41,27-07-2022,0.5750000001862645
07:59:41,27-07-2022,0.572999999858439
17:59:41,06-11-2022,0.5870000002905726
18:59:41,06-11-2022,0.5820000004023314
19:59:41,06-11-2022,0.5849999999627471
20:59:41,06-11-2022,0.5870000002905726
21:59:41,06-11-2022,0.5870000002905726
22:59:41,06-11-2022,0.5849999999627471
23:59:41,06-11-2022,0.5880000004544854
00:59:41,07-11-2022,0.5870000002905726
01:59:41,07-11-2022,0.5860000001266599
02:59:41,07-11-2022,0.5870000002905726
03:59:41,07-11-2022,0.5889999996870756
04:59:41,07-11-2022,0.5860000001266599
05:59:41,07-11-2022,0.5860000001266599
06:59:41,07-11-2022,0.5849999999627471
07:59:41,07-11-2022,0.5880000004544854
08:59:41,07-11-2022,0.5949999997392297
09:59:41,07-11-2022,0.578999999910593
11:59:41,07-11-2022,0.5800000000745058
12:59:41,07-11-2022,0.5669999998062849
13:59:41,07-11-2022,0.5820000004023314
14:59:41,07-11-2022,0.5849999999627471
15:59:41,07-11-2022,0.5889999996870756
16:59:41,07-11-2022,0.5839999997988343
17:59:41,07-11-2022,0.5829999996349216
22:59:41,07-06-2022,0.5619999999180436
23:59:41,07-06-2022,0.5690000001341105
00:59:41,08-06-2022,0.5659999996423721
01:59:41,08-06-2022,0.571000000461936
02:59:41,08-06-2022,0.5669999998062849
03:59:41,08-06-2022,0.5679999999701977
04:59:41,08-06-2022,0.5700000002980232
05:59:41,08-06-2022,0.5760000003501773
06:59:41,08-06-2022,0.5690000001341105
07:59:41,08-06-2022,0.5630000000819564
08:59:41,08-06-2022,0.5690000001341105
09:59:41,08-06-2022,0.5740000000223517
10:59:41,08-06-2022,0.571000000461936
11:59:41,08-06-2022,0.5609999997541308
12:59:41,08-06-2022,0.5549999997019768
13:59:41,08-06-2022,0.5570000000298023
14:59:41,08-06-2022,0.5669999998062849
15:59:41,08-06-2022,0.5659999996423721
16:59:41,08-06-2022,0.5679999999701977
17:59:41,08-06-2022,0.571000000461936
18:59:41,08-06-2022,0.5669999998062849
19:59:41,08-06-2022,0.5740000000223517
20:59:41,08-06-2022,0.5599999995902181
21:59:41,08-06-2022,0.5740000000223517
22:59:41,08-06-2022,0.5779999997466803
12:59:41,26-11-2022,0.5719999996945262
13:59:41,26-11-2022,0.5889999996870756
14:59:41,26-11-2022,0.5860000001266599
15:59:41,26-11-2022,0.5889999996870756
16:59:41,26-11-2022,0.5880000004544854
17:59:41,26-11-2022,0.5880000004544854
18:59:41,26-11-2022,0.5860000001266599
19:59:41,26-11-2022,0.5889999996870756
20:59:41,26-11-2022,0.5880000004544854
21:59:41,26-11-2022,0.5889999996870756
22:59:41,26-11-2022,0.5899999998509884
23:59:41,26-11-2022,0.5889999996870756
00:59:41,27-11-2022,0.5849999999627471
01:59:41,27-11-2022,0.5910000000149012
